variable_name,description,label,datatype,value_constraints,units,required,unique,CDE,form_name,source_file,source_directory,Digest (variable_name|source_file|source_directory)
30183-states_specify-19,Participant traveled in the last 14 days to the following: Louisiana,Please specify which states you traveled to (outside of Virginia) in the last 14 days: Louisiana,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,8255e3a80074bc8fad6843f72cfeb57909846b4c624691e168afed37e583ab0e3e0ef0138d7bced64d5fd3e6f0ae4ae8e4f136488281b05b1a57d9e391bb2b0d
30183-states_specify-20,Participant traveled in the last 14 days to the following: Maine,Please specify which states you traveled to (outside of Virginia) in the last 14 days: Maine,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,87d837cf9181d8a4a8967bddda53032412f3cb92ed84aa881c191ad6fdd159127a9f09f6ec6fedef8a049f67d5a3b6148651ae68f48595debab991d465ded6d9
30183-states_specify-21,Participant traveled in the last 14 days to the following: Montana,Please specify which states you traveled to (outside of Virginia) in the last 14 days: Montana,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,d4af77bb1d1119a285f2003e822780875b8ef1cc51a06b8151dc56bd1303f9b52d0f922afed0bf247964c9b1165f67aa99ca1576221e27c3e77df5f3082ab901
30183-states_specify-23,Participant traveled in the last 14 days to the following: Nevada,Please specify which states you traveled to (outside of Virginia) in the last 14 days: Nevada,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,24f4811f2c62f3305b646119c3c7e3a54cfc0b25b9db7181caf3edd0a1bac9c99584d6c4317d8e1101316c35b779f518578037a6dde3b275efd05a726dc3b5a4
30183-states_specify-24,Participant traveled in the last 14 days to the following: New Hampshire,Please specify which states you traveled to (outside of Virginia) in the last 14 days: New Hampshire,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,1ea2d6a24221b7ead6bd64d9504796e87e56b16ab4e1d58ff61709fa2d2ee83bc3edf259fca4cffd0a954247b33e584ec54822a8f41664a9b8c2dec94a11ce72
30183-states_specify-25,Participant traveled in the last 14 days to the following: New Jersey,Please specify which states you traveled to (outside of Virginia) in the last 14 days: New Jersey,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,27a021beeba7631a1f0e9c53d6626435a1e70a194e6b836971e7a5c2abeae7b0e646571ec290fd81dc289058c66cbe8493fbe1f82e92e438d25c27fa88e1f85c
30183-states_specify-27,Participant traveled in the last 14 days to the following: New York,Please specify which states you traveled to (outside of Virginia) in the last 14 days: New York,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,743949c609517dc1aa4e9eddfaab68996010f260907ac6b6a1bea67e7a38d502d73b3a1f05edb340b1806374db3abd3210867a3378cde47dc678c76148c39bf9
30183-states_specify-28,Participant traveled in the last 14 days to the following: North Carolina,Please specify which states you traveled to (outside of Virginia) in the last 14 days: North Carolina,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,a0cf0b668219c802a5a56e92647ac5707951fa408b482719e22bce6eaca7c7f39b64ed62a2f2528ecd52da7f42a8613befec9645ebc6e4564c0faabcc3c4f683
30183-states_specify-33,Participant traveled in the last 14 days to the following: Maryland,Please specify which states you traveled to (outside of Virginia) in the last 14 days: Maryland,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,7b021b41951a6b79aece7e690347bcf92be434cb1ae7656a5f0e5b837ffd1dbf891614dc6c64b584ae860c1dc182a5b0e5f0b6d67517cc51b568aac25909ed9d
30183-states_specify-34,Participant traveled in the last 14 days to the following: Massachusetts,Please specify which states you traveled to (outside of Virginia) in the last 14 days: Massachusetts,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,b9c3c7f5d876a455210559277434ce9e356837ea1d9ba602533500b1f3d6601c2252f0d2daff5e2333f4ffedbf5ae2fd2a7e21101f8458073d6aedf15fc875d6
30183-states_specify-38,Participant traveled in the last 14 days to the following: Missouri,Please specify which states you traveled to (outside of Virginia) in the last 14 days: Missouri,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,ec54c2c7bc2d9fb871a57aca7a500b48131fd0bf6c06dc3514b0a9f043a8a5bc14ec7a265041af5ee3b55fb5ab2ab929dfcb568f888fde3f9baffd71f50c4d0d
30183-states_specify-39,Participant traveled in the last 14 days to the following: Pennsylvania,Please specify which states you traveled to (outside of Virginia) in the last 14 days: Pennsylvania,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,9d537818324e6b668bdc9070a3a5b9dc78a605cb6728efecc478af1455b601c8f600210e6329291589549893823bb0ac8ea405849ec8c8cdb169db785c0b9678
30183-states_specify-40,Participant traveled in the last 14 days to the following: Puerto Rico,Please specify which states you traveled to (outside of Virginia) in the last 14 days: Puerto Rico,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,16e5a0db2d20ca6baca38237604b270ce742a7e7753aa7f6ac47f7dea976f90d391bce69b173374020519244bd6059b3c1816c25e5154d0d7c7e7b8939685a86
30183-states_specify-41,Participant traveled in the last 14 days to the following: Rhode Island,Please specify which states you traveled to (outside of Virginia) in the last 14 days: Rhode Island,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,f9d65b2b305b2a4c74f761d3d460039905132b2ccc6763009795be03cad09f88744ccf84f7b9587ff8ff672d790bcd9d4c178e7b9c1d1118238ea25d968eb1b2
30183-states_specify-42,Participant traveled in the last 14 days to the following: South Carolina,Please specify which states you traveled to (outside of Virginia) in the last 14 days: South Carolina,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,4d888e8b1509ca226c233956e36281b0c06f262efe780094d6f271727e5cd52a7724fe1b316ff6eefe8847e1d0c36a929058913c6667ef57ecd6a597435da8ae
30183-states_specify-45,Participant traveled in the last 14 days to the following: Texas,Please specify which states you traveled to (outside of Virginia) in the last 14 days: Texas,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,38efbe720769b7a28385f0ba59deb1fcd538eeae4672a7b89789e55ff7583e07b8d809e75435b31c1f0f0d93f73ece201698eea11bd9980a388431eaed5dd429
30183-states_specify-50,Participant traveled in the last 14 days to the following: West Virginia,Please specify which states you traveled to (outside of Virginia) in the last 14 days: West Virginia,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,337bf08f8da89be1c36fcd339f6fb7598a3de38eec4702e9bd57ac0200d0f1247e71642d86328389ef474601e27eb4be0a77e0c1a6df027aaddd797771f92836
30183-states_specify-52,Participant traveled in the last 14 days to the following: Wyoming,Please specify which states you traveled to (outside of Virginia) in the last 14 days: Wyoming,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,0f0947390b2cfa26ed6548c7e20a5e6689c3eb068c18f9755ad6bd306d32729572dc2a4bca8724535bf8231c87225d10619b43c79a604435ead6c0c9a7691f07
30183-states_specify-999,Participant traveled in the last 14 days to the following: Prefer not to answer,Please specify which states you traveled to (outside of Virginia) in the last 14 days: Prefer not to answer,categorical,"0, Not Selected or Not Provided; 1, Selected or Yes",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,2fec17e3f5c3c3c82fdb3d2886d9a7837ba8f7d38d9844ecb9d3e9d37a6f6d7fa3fa8c65b24fda6e8ed14c88920a1d4f982b722f8c7814e41b036352d7cb2ac8
30184-international,Travel in last 14 days Internationally (outside of usa),"In the last 14 days, did you travel outside of the United States?",categorical,"1, No; 2, Yes; 999, Prefer not to answer",,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,0f076154f48d6e9aa922f40ef4535645f2aa07cb04dba46b97185a83540dd1f7b5866456429962425ef0b2d4abd2a9ff6a1b81388ae5ea921826831823ab16f2
30186-countries_specify,Countries participant traveled to in the last 14 days outside of the U.S.,"What countries outside of the U.S. did you travel to, please list:",text,,,true,,,Symptom Screening,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,5d48b14a511c91fed21976a77ed5ba33b1108e233378df35645152451ebfed85e1c416051ccd01eef9bfc3fc48101497eb9724dc861bda07eb5a28c4ba17bb23
athome1 confirmation submission date_deid,"Number of days from day of Consent when Participant completed survey forms ""At-home COVID Kit Instructions and Survey"" related to At-Home Test 1",,integer,De-identified Value in Days,days,false,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,90f955d41a339f95d3f2ba87b3cbbed734d3f89e1ef096be4f44caa7513ce12d21335409f90e9016eeab1b52e510f7fe5912ea8bb6a78b2422e8d6f29d1ab2f4
30725-have_allitems,"At-home COVID Test Survey #1, Status of Items required",Do you have everything shown here?,categorical,"1, Yes; 2, No",,true,,,At-home COVID Kit Instructions and Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,00b48049f394aebb0da813b98d9bfd1badbb90f702981a05cde9e23e3fb34c69d8a7f19320c2983000461356ec134a2928e910071a3583d2ef776e20a35b815d
30719-testkit_performing,"At-Home COVID Test Survey #1,  test specified",Please confirm which at-home COVID Test you are taking:,categorical,"1, At-home COVID Test #1; 2, At-home COVID Test #2; 3, I am retaking my COVID Test #1",,true,,,At-home COVID Kit Instructions and Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,66d58665f6dd398b8faa1b6b5189f461504d6a8a626fcad97ba236647a4f1ab47f5eebd0471f40038700fafb854276608c7983640943ee71cbb1f3356023581c
32007-datestart_deid,Number of days from day of Consent when Participant started their first at-home COVID test,What is the day that you completed the first at-home COVID test?,integer,De-identified Value in Days,days,true,,,At-home COVID Kit Instructions and Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,f5e7954489002934ef05b9a684f59558db51977d610aedd15fc907658f117d1ca01076362bff6cb68832b22aefb5440ba403455c14a693fce71c985fa9d6ee2e
32016-time_picker,Participant specified time of day string between 0:0 and 23:59,"Time of first at-home test, please specify:",string,,,true,,,At-home COVID Kit Instructions and Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,b4bf97dc12adeb69fe8f90d332057b40803330f19235062f687cccdd3302643b527f20eadf15bd4063fc5bc84b99011f116f13ffc23d1469a91b21536f938604
30760-blueline_results,"At-Home COVID Test Survey #1, Blue Line Status",Do you see a Blue Line on your Strip?,categorical,"1, Yes; 2, No, or I'm not sure; 3, I could not complete the test",,true,,,At-home COVID Kit Instructions and Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,9e5bb5d40514f7c27b76d557cce55c5df0d4fa2d919f46d87cf43532f66b46c6b16f20505d10970605e1cd9432497f8997ad39c4afb4aaf27d8a717e110687fa
30763-pinkline_results,"At-Home COVID Test Survey #1, Pink Line Status","Do you see a Pink Lineon your Strip?
Look closely, thePink Linemay bevery faint.",categorical,"1, Yes; 2, No, or I'm not sure; 3, I could not complete the test",,true,,,At-home COVID Kit Instructions and Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,9b00fb23f2b7d1d3ba1e3e90480a91ceb5013c8f655bb87e2ebd52fd62ee5fa5154ef7bb9a82892e1fbb52c4b7af5a1afc4bcdb9b8b8ffd4e9415eae53340e59
30766-pinkblue_confirm,"At-Home COVID Test Survey #1, Pink and Blue Confirmation Status",Does your test strip look like one of these?,categorical,"1, Yes; 2, No, I'm not sure; 3, I did not complete the test",,true,,,At-home COVID Kit Instructions and Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,3707d26d6d3760540f0b505cab289f8e81c343e1406b791c66a39cae7afb3271b994d9ab43ac114c54f9ec90903011c7085fa005e11daa635b8626e4c1b46f39
30769-blue_nopink_confirm,"At-Home COVID Test Survey #1, No Pink, but Yes Blue Confirmation Status",Does your test strip look like this?,categorical,"1, Yes; 2, No",,true,,,At-home COVID Kit Instructions and Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,abb9ea9c7d458cf4024347565d81282fedad857c5a8bafd1ae6899449c20fb8209ead46291812f75ec8fa44d6865eec105b2f1572b530da8c04c47dfb38acca0
30772-noblue_confirm,"At-Home COVID Test Survey #1, No Blue Confirmation Status",Does your test strip look one of these?,categorical,"1, Yes; 2, No",,true,,,At-home COVID Kit Instructions and Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,f952d9a3fb75912776fffa556199f29c9bd5bc6b90cf7eb071119be31d91e0efc3939b50f74f48d1048ddffa3a80a3ae4c0ee30e583da8ed56dac057183e29e6
30774-unable_select,"At-Home COVID Test Survey #1, Unable to complete status",We are sorry to hear that you were unable to complete the COVID Test. Could you please let us know why you were not able to complete the test?,categorical,"1, It was too painful; 2, I didn't feel comfortable administering to myself; 3, I changed my mind, I no longer want to be in this study; 4, Other; 5, Prefer not to answer",,true,,,At-home COVID Kit Instructions and Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,e8d84cc40527d7f4a7ee2007e5d8da0d558d26703d317d840fc25f8d0bb94b88d5b3616d5071e42aba00bac37e4c021683a8ac20b4f687d713e487bd4e2a9373
32019-unable_other,Unable to complete the at-home test 1 for other reasons,"Other reasons why you couldn't complete the first at-home test, please specify:",text,,,true,,,At-home COVID Kit Instructions and Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,97d0c15024f9dc0450cfae85a14ea2cbc3c5433286510449a9fe202d0b83cd3e36b298a5386d4d714f19252cc3ce6a9162cfd9992674d48c9bf08e47cf82f279
30777-which_test,"At-Home COVID Test Survey #1, Confirmed test type status",Please confirm which test you just attempted to complete:,categorical,"1, Test #1; 2, Test #2; 3, Retake of Test #1",,true,,,At-home COVID Kit Instructions and Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,dd058d2ca8b40113a1afbf52730b3cb95c47e5f615daf882ef6f748490e28ca5b39bfd0ed1cb95db012ea514498a4b79961543be798ee986206384f86dc4a201
30778-willing_retake,"At-Home COVID Test Survey #1, confirming retake status",Would you be willing to try another at-home test in a few days?,categorical,"1, Yes; 2, No",,true,,,At-home COVID Kit Instructions and Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,48f5aace36f9bec2c06e6c5e9a5435ad834c6bce302f0d1816caed3701a68590f5c5303c95ec59163075dc50287269ae7044ef341f48d5be15b022826805f8f3
30784-invalid_followup,"At-Home COVID Test Survey #1, Invalid Status Follow-up","Based on your response, we are not sure if your test if Positive or Negative. This can happen sometimes. Please answer a few questions to help us determine what your next steps should be. Which at-home COVID Test did you just take?",categorical,"1, Test #1; 2, Test #2; 3, Retaking test #1",,true,,,At-home COVID Kit Instructions and Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,53561725f1ad84142abbd139f9354f82f1c9e79a4181a1933f7bd4e31e976e0ab5612f2e2dfb9c5c14c16a979b817b1a5187958af76f3875bfadd732a3a2bca6
30785-test1_invalid,"At-Home COVID Test Survey #1, Retake Test 1 Status",Would you like to take another at-home COVID test today?,categorical,"1, Yes; 2, No",,true,,,At-home COVID Kit Instructions and Survey,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,ea73a1e97c93cece7a82440b2b039bf3552dc6486620fcd13136a5e6ae90dc129dadcee458b8da0539a05ce2f71a8ad355d1c6a088440aba4c2b57137ff23b4f
follow-up submission date_deid,"Number of days from day of Consent when Participant completed survey forms ""Follow-up Survey""",,integer,De-identified Value in Days,days,false,,,,COVIDCARE_survey_dictionary_v2_ForSubmission_MIT_Phase_II_2021-12-26.csv,RADx-DHT,034342e68e98e4b67a38c3d31f242cba79d45d8abb380e9be7f747404bc8320b99070b65775b594041cec98035c9c975a04d160427967776162e16af331ebda3
