variable_name,form_name,section_header,ui,label,value_constraints,field_note,pattern,min,max,branching_logic,required,Custom Alignment,question_id,Matrix Group Name,description,source_file,source_directory,Digest (variable_name|source_file|source_directory)
treatment_other,tier2_ped,Did the patient receive the following for treatment of COVID in the hospital?,radio,"Other, specify","1, Yes | 0, No | 4, Not reported | 98, Don't know | 99, Prefer not to answer",,,,,,,,,patient_treatment,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,5383e99c985fb670dd1ed8fd6cf3ff89117465b9ce34f7ec8381b8fd4b957ebd1a2186fc5eac2ba4c56242559fa08ee3107329bc24dc97d1ebf9a100791443db
treatment_other_specify,tier2_ped,Did the patient receive the following for treatment of COVID in the hospital?,text,Specify,,,,,,[treatment_other] = '1',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,aa735a04f89633e9669dd2d9be597ef3c380b6f7bdcdae40114b5b61ef88178fdf06d2731f091f6cbf583d03400541e4a059a94002538814fee95fe9b0c30fbd
treatment_ongoing,tier2_ped,Did the patient receive the following for treatment of COVID in the hospital?,radio,Is the treatment ongoing?,"1, Yes | 0, No  | 97, N/A (no support) | 98, Don't know| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,86dfc7e008b96fe2e2c44fe39025f1bbdbe70ad2a9539bb1140e8cb2609e5dbf278800241cc107d6fc49907fd4e949db8927da36a4bd73378803e617f2fde2f3
treatment_startdate_mdy,tier2_ped,Did the patient receive the following for treatment of COVID in the hospital?,text,Date intensive treatment started,,MM/DD/YYYY,date_mdy,01/01/1900,,,,,,,Note: Maximum expected day = Current day.,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,54d4d737e599042232d0a8aa59920aa994b9f2493b9dbaea0a0206ff2a90a9ea2aeaa825600a397a31e616ed22905eaaa23cbb2aea2905ec6b92d5128f714d62
support_limitation,tier2_ped,Did the patient receive the following for treatment of COVID in the hospital?,radio,"Was there a ""Do Not Resuscitate"" order or any other limitation of support?","1, Yes | 0, No |98, Don't know | 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,17371831139f8d7d0a2f874bece81c94431522ce591020b682cf4d06647e53cd33dff15e58b79287c78d1fab5ee2e01a3c71c97686db9c681ed958fa303f071e
treatment_stopdt_mdy,tier2_ped,Did the patient receive the following for treatment of COVID in the hospital?,text,Date intensive treatment stopped,,MM/DD/YYYY,date_mdy,01/01/1900,,[treatment_ongoing] = '2',,,,,Note: Maximum expected day = Current day.,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,f670358e94a194f7463f0aa55287c9d74f9b212ff5176a58a5934845867719010751566db4c95b8d81346792c087057edd0c79756f7c1a2b0b18817970bde8b8
breakfast_precovid,tier2_ped,Did the patient receive the following for treatment of COVID in the hospital?,radio,Did your child get breakfast and/or lunch from the school in the 2019-2020 school year before the COVID-19 pandemic?,"0, No | 1, Yes | 98, Don't know | 97, Not applicable/child did not go to school in person| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,dbad97cd73727ab2fdfa7eff126e3c1178f1399cf12cb17164e2e3ce0ccf9d464ad18e30f4814b8861e6d62321327a27fe9943c0ff74eda3c5e0eb221b95f584
breakfast_duringcovid,tier2_ped,Did the patient receive the following for treatment of COVID in the hospital?,radio,Did your child's school continue to provide breakfast and/or lunch during the COVID-19 pandemic (since March 2020)?,"1, No | 2, Yes, less frequently | 3, Yes, same frequency | 4, Yes, more frequently| 99, Prefer not to answer",,,,,[breakfast_precovid] = '2',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,46a4ab7a78e284b54ceee564931407d0ebda7f7c3ce9092949b0999123973fd36c9cc1b7e84063973e3f996e2efb1cb857086d35e6e316149ba4138903dc51ce
discrimination_ethnicity,tier2_ped,Did the patient receive the following for treatment of COVID in the hospital?,radio,"(13+) During your life, how often have you felt that you were treated badly or unfairly because of your race or ethnicity?","1, Never | 2, Rarely | 3, Sometimes | 4, Most of the time | 5, Always| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,fdba5a7a6524bd87f87c369a0c35595297377c124daf09a7a6210859448a7ffe97b2e5b95313acd3998859b31d836f659fb994710b4a5d851a5521a893fbe5f2
ethnicity_sincecovid,tier2_ped,Did the patient receive the following for treatment of COVID in the hospital?,radio,"(13+) Since the start of the pandemic (since March 2020), have you felt that you were treated badly or unfairly because of your race or ethnicity?","1, Less | 2, Same amount | 3, More | 97, Not applicable (N/A)| 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,8e2ed8ae5d5efb608f33ab9c6d2e0991aff7e6338cf6d6ecae4f1ffaf33bfc7a257cd1c8174801e960998252db912a7d7e2d6f1211ab3151e475ff311eef75c4
ethnicity_dangerous,tier2_ped,(15+) Please answer the following questions on your beliefs about how the coronavirus is affecting people of your race/ethnicity.,radio,(13+) I believe the country has become more dangerous for people in my racial/ethnic group because of fear of the coronavirus.,"1, Strongly disagree | 2, Somewhat disagree | 3, Neutral | 4, Somewhat agree | 5, Strongly Agree | 99, Prefer not to answer",,,,,,,,,ethnicity_covid,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,ba9f2e4741619e80d85cab482cad90a0b0aa2454e46945fb9f86c74b7ec52768361680bacfaf461604da23d4622200e60aec0e1d8841099660ee5f6407458b9a
ethnicity_jobloss,tier2_ped,(15+) Please answer the following questions on your beliefs about how the coronavirus is affecting people of your race/ethnicity.,radio,People of my race/ethnicity are more likely to lose their job because of the coronavirus.,"1, Strongly disagree | 2, Somewhat disagree | 3, Neutral | 4, Somewhat agree | 5, Strongly Agree | 99, Prefer not to answer",,,,,,,,,ethnicity_covid,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,597fc2909b1a141435ec6ce301ac079764c49c541549e886051990eb7d4b125493bdc2fce862e876359681d4ff7189ef9862875951595f1eea2e7b68cebf01d5
ethnicity_assumecovid,tier2_ped,(15+) Please answer the following questions on your beliefs about how the coronavirus is affecting people of your race/ethnicity.,radio,I worry about people thinking I have the coronavirus simply because of my race/ethnicity.,"1, Strongly disagree | 2, Somewhat disagree | 3, Neutral | 4, Somewhat agree | 5, Strongly Agree | 99, Prefer not to answer",,,,,,,,,ethnicity_covid,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,c28043c49759118d50896f7e488a5f11fa79785ba010b995d58a1d1a798a44c8afc86356dd7f65b8dd92b2a2752bdd7f5e7deb6234f086ff6216e82ed9010d3e
ethnicity_mediabias,tier2_ped,(15+) Please answer the following questions on your beliefs about how the coronavirus is affecting people of your race/ethnicity.,radio,Most social and mass media reports about the coronavirus create bias against people of my racial/ethnic group.,"1, Strongly disagree | 2, Somewhat disagree | 3, Neutral | 4, Somewhat agree | 5, Strongly Agree | 99, Prefer not to answer",,,,,,,,,ethnicity_covid,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,6fa7eb930324b2822e5c84cf327fd4a1411385694193c3af065d88dd8abd1f2e5f5dce38fc176e42f26a725938f3cfc3f38c0bd0f1b3df840cf0ac8580b8ebd3
ethnicity_covidlikely,tier2_ped,(15+) Please answer the following questions on your beliefs about how the coronavirus is affecting people of your race/ethnicity.,radio,People of my race/ethnicity are more likely to get the coronavirus.,"1, Strongly disagree | 2, Somewhat disagree | 3, Neutral | 4, Somewhat agree | 5, Strongly Agree | 99, Prefer not to answer",,,,,,,,,ethnicity_covid,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,6abb27db896c31d9e6ea3de26632f921e43c5cbc88967403927f58291321b8faaeedc0ddc1051f970c7cfbdcf6c08431b815db82855854e52952abf815eb74d6
ethnicity_healthunequal,tier2_ped,(15+) Please answer the following questions on your beliefs about how the coronavirus is affecting people of your race/ethnicity.,radio,People of my race/ethnicity will not receive coronavirus healthcare as good as the care received by other groups.,"1, Strongly disagree | 2, Somewhat disagree | 3, Neutral | 4, Somewhat agree | 5, Strongly Agree | 99, Prefer not to answer",,,,,,,,,ethnicity_covid,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,b2983af18f78f5cdfb7a3101b6d5de28038dd2d41b37d726d8acbc06a4ade6b1a0331774cb8ae5bdb1e501288102e7d1aadc58144c6ad679da757b604db66e63
cyberbully_self,tier2_ped,(15+) Please answer the following questions on your beliefs about how the coronavirus is affecting people of your race/ethnicity.,radio,"Due to the coronavirus, I have been cyberbullied because of my race/ethnicity.","1, Strongly disagree | 2, Somewhat disagree | 3, Neutral | 4, Somewhat agree | 5, Strongly Agree | 99, Prefer not to answer",,,,,,,,,ethnicity_covid,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,c6ca7f6460d7d7771ef22ddc361efc1e48169a701d1899a507a0284789d88cc16521d4ad2a4140d6bae9273c3356e9fe9b13a90f7ac14b11c3780a9625858492
cyberbully_others,tier2_ped,(15+) Please answer the following questions on your beliefs about how the coronavirus is affecting people of your race/ethnicity.,radio,"Since the coronavirus, I have seen a lot more cyberbullying of people of my race/ethnicity.","1, Strongly disagree | 2, Somewhat disagree | 3, Neutral | 4, Somewhat agree | 5, Strongly Agree | 99, Prefer not to answer",,,,,,,,,ethnicity_covid,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,017afbccd73208b351d745223cf3dc0ac5a295369f797509d5ea7d6d2e72ef2ce60442773a32c0ee5059f3addd0da824b63a60a9ad63c1830a6dbbeb721f9c00
cyberbully_socialmedia,tier2_ped,(15+) Please answer the following questions on your beliefs about how the coronavirus is affecting people of your race/ethnicity.,radio,Negative social media posts against people of my race/ethnicity have increased because of the coronavirus.,"1, Strongly disagree | 2, Somewhat disagree | 3, Neutral | 4, Somewhat agree | 5, Strongly Agree | 99, Prefer not to answer",,,,,,,,,ethnicity_covid,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,6c628e2a7d06f746c30e8a3d34fdfaf6223072f45f52e07e192ccd5007cc11c0318c0caf322d3c7a7c3ef7a17ecb42bc31b878683a8b06cb8a716fe4e71d1fa8
schooltype_report,tier2_ped,(15+) Please answer the following questions on your beliefs about how the coronavirus is affecting people of your race/ethnicity.,radio,Is [your/your child's] current school a...,"1, A public school, including charter school or magnet school | 2, A private school, including private religious schools | 3, Bureau of Indian Affairs (BIA) or tribal school | 4, Early Childhood Center (school/center includes preschool and/or early elementary grades) | 5, Special Education school - primarily serves children with disabilities | 6, College, community college, or university | 7, Homeschool, including co-ops | 8, Full-time cyber school virtual school | 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,3797904f85bdf4cec7a049209f70be5356d320f4f04c731ad67fb341b31934a144a287f69c51b507bb780a43fda75f0964224a988db5ccb423d5ce51246f1d7a
child_iep,tier2_ped,(15+) Please answer the following questions on your beliefs about how the coronavirus is affecting people of your race/ethnicity.,radio,Does your child have an Individualized Education Plan (IEP) or 504 plan?,"0, No | 1, Yes | 98, Don't know | 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,3959eec8cc3e3883ae86545867ec6b412abc53cde777a92a7ca90812f806e37c67729c4d42a3e27f004760a58ce3535f15162aeb6b94ecd41289653d8761c856
child_iep_precovid,tier2_ped,(15+) Please answer the following questions on your beliefs about how the coronavirus is affecting people of your race/ethnicity.,radio,Was your child receiving any specialized services or resources on an Individualized Education Plan (IEP) or 504 plan in the 2019-2020 school year before the pandemic?,"0, No | 1, Yes | 98, Don't know | 99, Prefer not to answer",,,,,[child_iep] = '2',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,681dc2eb7926c8704c59ad3cec3760b2ec2c3ae5e82f417c52d41ded9ebe0f0a0794e2958c84cd9c31058e10356b4d75d40459263e4102020b2e97058371ca22
child_iep_duringcovid,tier2_ped,(15+) Please answer the following questions on your beliefs about how the coronavirus is affecting people of your race/ethnicity.,radio,"During the pandemic (since March 2020) were your child's services less, the same, or more frequent compared to before the pandemic?","1, Less | 2, Same | 3, More | 4, N/A | 99, Prefer not to answer",,,,,[child_iep] = '2',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,69be720e4a3d8e66cd40b0053af9c39a66d4fc48fbad83899b298de47897d05e1220e833e19e4c5ac7ad9b2eeb518ca71c7d9d291d7f7340fa9dd748b15195e8
schooling_precovid,tier2_ped,(15+) Please answer the following questions on your beliefs about how the coronavirus is affecting people of your race/ethnicity.,radio,"From March 2020-May/June 2020, what was the primary form of schooling for your child?","1, Attend school in person ONLY | 2, Attend school remotely ONLY | 3, Attend school via a hybrid model that included in person schooling and remote distance learning | 4, Not attend school because school was cancelled | 5, Not attend school because child dropped out | 6, Not attend school for other reason | 7, NA | 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,5661adc8b255aa919b087cec26bac17fd866961647cfc4b9d2d5e1b22c01faac9137be1d3260d8a615668e1ff7b04c0a087bd3c110f7b7d76329cef2a673e803
schooling_precovid_specify,tier2_ped,(15+) Please answer the following questions on your beliefs about how the coronavirus is affecting people of your race/ethnicity.,text,Other,,,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,a1128ccbe7ac160ee9fc95f322a56b0fb3d1934d2400c4e7e81c3299ee369434c0aa44622176346369230fb6f06e5836463908bded4f9cc2027d42350f5f380b
schooling_middle,tier2_ped,(15+) Please answer the following questions on your beliefs about how the coronavirus is affecting people of your race/ethnicity.,radio,"From Aug/Sept 2020-May/June 2021, what was the primary form of schooling for your child?","1, Attend school in person ONLY | 2, Attend school remotely ONLY | 3, Attend school via a hybrid model that included in person schooling and remote distance learning | 4, Not attend school because school was cancelled | 5, Not attend school because child dropped out | 6, Not attend school for other reason | 7, NA | 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,c67efed2c511c2adff227857c3b457d631bc76d8c0fe33be9e75aef1263b724d36c8fbd16b651312222111952374a8142e60d67491e30ee68d6420f355692748
schooling_middle_specify,tier2_ped,(15+) Please answer the following questions on your beliefs about how the coronavirus is affecting people of your race/ethnicity.,text,Other,,,,,,[schooling_middle] = '6',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,03cb3f824f1c2eddf59d824304d4b930d3008cf63a42c111d0cf1f82777e986ad50978eddd2dc97f395887072af2395685e71053348514465cec0175233e72c0
schooling_present,tier2_ped,(15+) Please answer the following questions on your beliefs about how the coronavirus is affecting people of your race/ethnicity.,radio,"From Aug/Sept 2021-present, what was the primary form of schooling for your child?","1, Attend school in person ONLY | 2, Attend school remotely ONLY | 3, Attend school via a hybrid model that included in person schooling and remote distance learning | 4, Not attend school because school was cancelled | 5, Not attend school because child dropped out | 6, Not attend school for other reason | 7, NA | 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,20b4febb21c25e4f0225888a26ce524485a7e490836bfd6f2ce3f355dd7ee8307a5a8285b1f485473c944f84828e98b0eb64d849cd49a4cf1eea6ae24d8a5f96
schooling_present_specify,tier2_ped,(15+) Please answer the following questions on your beliefs about how the coronavirus is affecting people of your race/ethnicity.,text,Other,,,,,,[schooling_present] = '6',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,83cb887a66ecb3787e220703b731907d471b7d12f0654bfa87a102415877bee8d9724a8443b9892be380131c0c63f4ff78e6db398ec78e59332f4511bd66c91b
child_absent,tier2_ped,(15+) Please answer the following questions on your beliefs about how the coronavirus is affecting people of your race/ethnicity.,radio,"Since start of the current school year (or past school year if on summer break), about how many days did this child miss school (including missing remote learning)?","1, No missed school days | 2, 1-3 days | 3, 4-6 days | 4, 7-10 days | 5, 11-15 days | 6, 15 or more days | 7, This child was not enrolled in school | 98, Don't know | 99, Prefer not to answer",,,,,,,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,7877bcf44a5c8de0528e51f86aff3361f8d0282a5e58b2a6e70b5543619c0bbc24ae358fc7b74ba670d9f03504c21a385730b211f2d3f573b13a3cf5dd4003e9
child_absent_covid,tier2_ped,(15+) Please answer the following questions on your beliefs about how the coronavirus is affecting people of your race/ethnicity.,radio,About how many days did this child miss school (including missing remote learning) because of illness of you or a family member from COVID-19?,"1, No missed school days | 2, 1-3 days | 3, 4-6 days | 4, 7-10 days | 5, 11-15 days | 6, 15 or more days | 7, This child was not enrolled in school | 98, Don't know | 99, Prefer not to answer",,,,,[child_absent] = '2' or [child_absent] = '3' or [child_absent] = '4' or [child_absent] = '5' or [child_absent] = '6',,,,,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,583f79a57418f5ce5f263f2747ff4003c6e0d2590780b2d8c0a8675b0f863d2b4c912ed0f660f6b4021f75a6ba246f7602bf8622f80b252077c69296d241c0dc
school_effective,tier2_ped,"Using a scale of 1-5 where 1 is not at all true, and 5 is completely true, how true would you say each of the following statements is for your child's school/college, regarding how your experiences were/are during the COVID-19 pandemic (since March 2020)",radio,Remote learning is as effective as live/traditional classroom lectures for my child.,"1, Not at all true (1) | 2, (2) | 3, (3) | 4, (4) | 5, Completely true (5) | 99, Prefer not to answer",,,,,,,,,school_experience,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,ef05a708dd8467905a5c50b603755f357e0a0c7e27d5c8c10ac1a80be9f7997235b2592fe2c501a3db2dc2154a09f844271a49461c8b07a76037dc1127a467e6
school_goals,tier2_ped,"Using a scale of 1-5 where 1 is not at all true, and 5 is completely true, how true would you say each of the following statements is for your child's school/college, regarding how your experiences were/are during the COVID-19 pandemic (since March 2020)",radio,My child can meet his/her educational goals with remote learning.,"1, Not at all true (1) | 2, (2) | 3, (3) | 4, (4) | 5, Completely true (5) | 99, Prefer not to answer",,,,,,,,,school_experience,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,ca18012ce4f1f1b8c5ef38c7467ce153eb209cca46b222543db8b98f6815eaa18eae8299b5abf3600f99cff7909fdc861bc3c991c5abe491b72c429caaa889a3
school_social,tier2_ped,"Using a scale of 1-5 where 1 is not at all true, and 5 is completely true, how true would you say each of the following statements is for your child's school/college, regarding how your experiences were/are during the COVID-19 pandemic (since March 2020)",radio,My child has sufficient social interaction with peers during remote learning.,"1, Not at all true (1) | 2, (2) | 3, (3) | 4, (4) | 5, Completely true (5) | 99, Prefer not to answer",,,,,,,,,school_experience,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,b159f45f3d841ae623df791deec414272aa871690728bd53019f570c6d79222514c94c1b7e4ad1c785e847686c4208c6cb89ac50384337f131cf8e1721afc1e9
school_lackinterest,tier2_ped,"Using a scale of 1-5 where 1 is not at all true, and 5 is completely true, how true would you say each of the following statements is for your child's school/college, regarding how your experiences were/are during the COVID-19 pandemic (since March 2020)",radio,It seems my child experiences a lack of interest during remote learning.,"1, Not at all true (1) | 2, (2) | 3, (3) | 4, (4) | 5, Completely true (5) | 99, Prefer not to answer",,,,,,,,,school_experience,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,4f16c80537a972bb864711a67a28d55675191e5190f1d09bff7e34b1b80092e3e2cabfeaa263b05c31e6a18fc5622179ea25f4284444daf7c5d911e85cbe54a8
school_frustration,tier2_ped,"Using a scale of 1-5 where 1 is not at all true, and 5 is completely true, how true would you say each of the following statements is for your child's school/college, regarding how your experiences were/are during the COVID-19 pandemic (since March 2020)",radio,It seems my child experiences frustration during remote learning.,"1, Not at all true (1) | 2, (2) | 3, (3) | 4, (4) | 5, Completely true (5) | 99, Prefer not to answer",,,,,,,,,school_experience,,RADxUP_DataDIctionary_2022-04-01_1.5t1t2.csv,RADx-UP,155458ff8a9f7a727d7ac80bce11bfc5262ef21a9f03137cda660820c945d9d92dfb6fe5c4aa3f4d3f221509f2c20f3909ef3d1182b4a1bd146d88f90427326d
