Id,Description,Datatype,Units,Enumeration,Label,Additional Missing Value Codes,Terms,Unit,Section,ui,Notes,min,max,CDE Reference,pattern,phi_id,branching_logic,required,form_name,header,Variable Classification,Validation,Field Notes,Branching_Logic,CDE_Reference,Custom Alignment,source_file,source_directory,Program,Title,Summary
covid_impact_1_24,,,,"1, Yes|0, No","During the past TWO WEEKS, have any of the following happened to your family members because of Coronavirus/COVID-19? (Fallen ill physically)",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
covid_impact_2_24,,,,"1, Yes|0, No","During the past TWO WEEKS, have any of the following happened to your family members because of Coronavirus/COVID-19? (Hospitalized)",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
covid_impact_3_24,,,,"1, Yes|0, No","During the past TWO WEEKS, have any of the following happened to your family members because of Coronavirus/COVID-19? (Put into self-quarantine with symptoms)",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
covid_impact_4_24,,,,"1, Yes|0, No","During the past TWO WEEKS, have any of the following happened to your family members because of Coronavirus/COVID-19? (Put into self-quarantine without symptoms (e.g., due to possible exposure))",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
covid_impact_5_24,,,,"1, Yes|0, No","During the past TWO WEEKS, have any of the following happened to your family members because of Coronavirus/COVID-19? (Lost or been laid off from job)",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
covid_impact_6_24,,,,"1, Yes|0, No","During the past TWO WEEKS, have any of the following happened to your family members because of Coronavirus/COVID-19? (Reduced ability to earn money)",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
covid_impact_7_24,,,,"1, Yes|0, No","During the past TWO WEEKS, have any of the following happened to your family members because of Coronavirus/COVID-19? (Passed away)",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
covid_impact_0_24,,,,"1, Yes|0, No","During the past TWO WEEKS, have any of the following happened to your family members because of Coronavirus/COVID-19? (None of the above)",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
worried_infected_24,,,,"1, Not at all|2, Slightly|3, Moderately|4, Very|5, Extremely","During the PAST TWO WEEKS, how worried have you been about being infected?",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
worried_othersinfected_24,,,,"1, Not at all|2, Slightly|3, Moderately|4, Very|5, Extremely","During the PAST TWO WEEKS, how worried have you been about friends or family being infected?",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
worried_physical_24,,,,"1, Not at all|2, Slightly|3, Moderately|4, Very|5, Extremely","During the PAST TWO WEEKS, how worried have you been about your Physical health being influenced by Coronavirus/COVID-19?",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
worried_mental_24,,,,"1, Not at all|2, Slightly|3, Moderately|4, Very|5, Extremely","During the PAST TWO WEEKS, how worried have you been about your Mental/Emotional health being inï¬‚uenced by Coronavirus/COVID-19?",,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
readingtalking_24,,,,"1, Never|2, Rarely|3, Occasionally|4, Often|5, Most of the time",How much are you reading or talking about Coronavirus/COVID-19?,,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
positivechange_24,,,,"0, None|1, Only a few|2, Some",Has the Coronavirus/COVID-19 crisis in your area led to any positive changes in your life?,,,,CRISIS_Health Status Adult Survey,radio,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,,,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
positivechange_specify_24,,,,,Please specify:,,,,CRISIS_Health Status Adult Survey,text,24mo CRISIS_Health Status Survey,,,,,,,,,,,,,[positivechange] = '2' or [positivechange] = '3',,,Rad_023_613-01_DICT_origcopy_v1.csv,phs002609,RADx-rad,Identifying Biomarker Signatures of Prognostic Value for Multisystem Inflammatory Syndrome in Children (MIS-C),"This project will identify biomarkers to enable risk stratification and guide interventional studies to target COVID-19 patients at enhanced risk of developing complications and/or severe disease. The study uses biological, immunological, and molecular tests to study children and young adults (<21 years) with mild, moderate or severe SARS-CoV-2 infection through the use of biosensor chips."
